Voltage,Current,Time
0.9978750000000001,-0.0003,1.1920928955078125e-06
0.9975,-0.00019999999999999998,0.060540199279785156
0.99825,-0.0003,0.12095975875854492
0.997125,-0.0003,0.1813509464263916
0.99725,-0.0003,0.24175167083740234
0.99775,-0.0004999999999999999,0.3021583557128906
0.9978750000000001,-0.0003,0.36255335807800293
0.9978750000000001,-0.0003,0.4229247570037842
0.998,-0.00039999999999999996,0.48328447341918945
0.9975,-0.0003,0.5436394214630127
0.998375,-0.00039999999999999996,0.6039950847625732
0.998,-0.00019999999999999998,0.66436767578125
0.998,-0.0003,0.7247390747070312
0.997375,-0.0003,0.7851235866546631
0.997625,-0.0003,0.8454926013946533
0.99775,-0.0003,0.9058272838592529
0.9978750000000001,-0.0004999999999999999,0.9661726951599121
0.99725,-0.00039999999999999996,1.0265140533447266
0.998,-0.00039999999999999996,1.0868947505950928
0.9978750000000001,-0.00019999999999999998,1.1472580432891846
0.998375,-0.0003,1.2076869010925293
0.997625,-0.0003,1.2680981159210205
0.99875,-0.0003,1.3284025192260742
0.997,-9.999999999999999e-05,1.3887693881988525
0.998,-0.00039999999999999996,1.4491212368011475
0.997125,-0.0004999999999999999,1.509486198425293
0.997,-0.0003,1.5698285102844238
0.998375,-0.00019999999999999998,1.630216121673584
0.997,-9.999999999999999e-05,1.6906170845031738
0.997375,-0.00019999999999999998,1.750978946685791
0.998375,-0.00019999999999999998,1.8113672733306885
0.9985,-0.0003,1.8717262744903564
0.998,-0.0004999999999999999,1.9320731163024902
0.9968750000000001,-0.0003,1.9924304485321045
0.9978750000000001,-0.00039999999999999996,2.05302095413208
0.9965,-0.0004999999999999999,2.113678455352783
0.9975,-0.0004999999999999999,2.1743485927581787
0.997,-0.0003,2.234997510910034
0.998,-9.999999999999999e-05,2.295717477798462
0.9975,-0.0003,2.3563733100891113
0.99825,-0.0003,2.416977643966675
0.998125,-0.0003,2.4775421619415283
0.997375,-0.00039999999999999996,2.5378928184509277
0.997625,-0.0003,2.5982730388641357
0.99775,0.00019999999999999998,2.6587202548980713
